Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
8.75,1.2543,0.01649,0.01267,0.0023,0.009,1.0
9.0,1.2789,0.01813,0.01461,0.0046,0.0085,1.0
9.25,1.2945,0.02048,0.01734,0.0074,0.0077,1.0
9.5,1.2969,0.02367,0.02094,0.0107,0.007,1.0
9.75,1.2873,0.02698,0.02459,0.0142,0.0066,1.0
10.0,1.2723,0.03063,0.02851,0.0169,0.0064,1.0
10.25,1.2553,0.03486,0.03297,0.0179,0.0062,1.0
10.5,1.2372,0.03979,0.0381,0.017,0.0061,1.0
10.75,1.2187,0.04565,0.04413,0.014,0.006,1.0
11.0,1.2014,0.05293,0.05154,0.0081,0.006,1.0
11.25,1.1862,0.06215,0.06087,0.0007,0.006,1.0
11.5,1.1678,0.0699,0.06863,-0.0043,0.0061,1.0
11.75,1.1485,0.07705,0.07578,-0.0087,0.0062,1.0
12.0,1.1297,0.08396,0.08268,-0.0129,0.0062,1.0
12.25,1.1115,0.09072,0.08944,-0.0168,0.0063,1.0
12.5,1.0938,0.09749,0.09621,-0.0208,0.0063,1.0
12.75,1.077,0.1042,0.10292,-0.0246,0.0064,1.0
13.0,1.0614,0.11091,0.10964,-0.0284,0.0064,1.0
13.25,1.0466,0.11761,0.11635,-0.0322,0.0064,1.0
13.5,1.0338,0.12427,0.12302,-0.036,0.0064,1.0
13.75,1.0218,0.1311,0.12986,-0.0399,0.0064,1.0
14.0,1.0115,0.13777,0.13655,-0.0436,0.0063,1.0
14.25,1.0014,0.14468,0.14347,-0.0476,0.0062,1.0
14.5,0.9927,0.15156,0.15036,-0.0515,0.0062,1.0
14.75,0.9858,0.15828,0.15709,-0.0554,0.006,1.0
15.0,0.9786,0.16534,0.16416,-0.0596,0.006,1.0
15.25,0.9744,0.17202,0.17084,-0.0635,0.0058,1.0
15.5,0.9713,0.17876,0.17758,-0.0676,0.0056,1.0
15.75,0.965,0.18667,0.1855,-0.0723,0.0055,1.0
16.0,0.9587,0.19505,0.19388,-0.0773,0.0053,1.0
16.25,0.9556,0.20306,0.20189,-0.0819,0.0048,1.0
16.5,0.9581,0.20958,0.2084,-0.0856,0.0044,1.0
16.75,0.9645,0.21476,0.21359,-0.0886,0.004,1.0
17.0,0.9727,0.21939,0.21822,-0.0914,0.0037,1.0
