Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
12.0,1.333,0.02367,0.01666,0.009,0.0813,1.0
12.25,1.3456,0.02435,0.01742,0.0108,0.0773,1.0
12.5,1.3585,0.02508,0.01821,0.0124,0.0724,1.0
12.75,1.3694,0.02596,0.01913,0.0141,0.0679,1.0
13.0,1.3804,0.0269,0.02014,0.0157,0.0638,1.0
13.25,1.3893,0.02803,0.02132,0.0172,0.0601,1.0
13.5,1.3979,0.02923,0.02261,0.0187,0.0573,1.0
13.75,1.4059,0.03052,0.024,0.02,0.0546,1.0
14.0,1.4114,0.03206,0.02561,0.0214,0.052,1.0
14.25,1.4137,0.03392,0.02755,0.0226,0.0497,1.0
14.5,1.4194,0.03559,0.02936,0.0235,0.0478,1.0
14.75,1.4231,0.0375,0.0314,0.0243,0.0458,1.0
15.0,1.4237,0.03979,0.0338,0.0249,0.0439,1.0
15.25,1.4209,0.04253,0.03665,0.0253,0.0422,1.0
15.5,1.4139,0.04586,0.04009,0.0252,0.0408,1.0
15.75,1.4129,0.04872,0.04312,0.025,0.0395,1.0
16.0,1.409,0.05208,0.04664,0.0244,0.0381,1.0
16.25,1.4012,0.05611,0.05082,0.0233,0.0368,1.0
16.5,1.3897,0.06098,0.05584,0.0215,0.0357,1.0
16.75,1.374,0.0668,0.06181,0.019,0.0349,1.0
17.0,1.3542,0.07364,0.06882,0.0157,0.0345,1.0
