Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-0.25,0.1194,0.00891,0.00173,-0.0045,0.2594,0.0286
0.0,0.1506,0.00895,0.00172,-0.0044,0.243,0.0306
0.25,0.1817,0.00898,0.00171,-0.0043,0.2283,0.0359
0.5,0.2128,0.009,0.00171,-0.0042,0.218,0.046
0.75,0.2429,0.00885,0.00171,-0.0039,0.211,0.1052
1.0,0.2719,0.00865,0.00172,-0.0034,0.2029,0.2023
1.25,0.2956,0.00794,0.00171,-0.0022,0.1977,0.4555
1.5,0.3121,0.00701,0.00168,0.0007,0.192,0.7581
1.75,0.3342,0.00658,0.00179,0.0031,0.186,0.9265
2.0,0.3843,0.00676,0.00198,-0.0009,0.1782,0.9544
2.25,0.4271,0.00698,0.00216,-0.0032,0.1701,0.9683
2.5,0.4618,0.00716,0.00229,-0.0038,0.1639,0.9748
2.75,0.5006,0.00735,0.00243,-0.0053,0.1574,0.9772
3.0,0.5382,0.00751,0.00257,-0.0064,0.153,0.9805
3.25,0.5684,0.00769,0.0027,-0.006,0.1467,0.9838
3.5,0.6037,0.00785,0.00282,-0.0067,0.1405,0.9849
3.75,0.6398,0.00802,0.00295,-0.0076,0.1345,0.9855
4.0,0.6754,0.0082,0.0031,-0.0083,0.1295,0.9863
4.25,0.7108,0.00835,0.00324,-0.009,0.1264,0.9871
4.5,0.7458,0.00852,0.00339,-0.0095,0.1225,0.988
4.75,0.7806,0.00872,0.00356,-0.01,0.1183,0.989
5.0,0.8156,0.0089,0.00374,-0.0105,0.1156,0.9903
5.25,0.8503,0.00908,0.00392,-0.0108,0.1133,0.9916
5.5,0.884,0.00928,0.00411,-0.011,0.1108,0.9929
5.75,0.9169,0.0095,0.00433,-0.0109,0.108,0.9942
6.0,0.9527,0.00974,0.00455,-0.0114,0.1039,0.9946
6.25,0.9887,0.00993,0.00477,-0.0119,0.1025,0.9952
6.5,1.0243,0.01014,0.00499,-0.0122,0.1005,0.9957
6.75,1.0593,0.01037,0.00523,-0.0124,0.0985,0.9964
7.0,1.0943,0.01062,0.0055,-0.0126,0.0962,0.997
7.25,1.1289,0.01089,0.00578,-0.0126,0.0935,0.9977
7.5,1.1632,0.01117,0.00609,-0.0125,0.091,0.9984
7.75,1.1977,0.01142,0.00638,-0.0124,0.0895,0.999
8.0,1.2319,0.01172,0.0067,-0.0121,0.0855,0.9995
8.25,1.2655,0.01209,0.00707,-0.0118,0.0804,1.0
8.5,1.2919,0.01244,0.00744,-0.01,0.074,1.0
8.75,1.3149,0.01296,0.00793,-0.0078,0.0633,1.0
9.0,1.3373,0.01349,0.00847,-0.0054,0.0563,1.0
9.25,1.3593,0.01401,0.00902,-0.0029,0.0521,1.0
9.5,1.3815,0.01448,0.00955,-0.0003,0.0491,1.0
9.75,1.4036,0.01493,0.01006,0.0023,0.0474,1.0
10.0,1.4227,0.0155,0.01069,0.0053,0.0444,1.0
10.25,1.4391,0.01618,0.01142,0.0087,0.0408,1.0
10.5,1.455,0.01668,0.01199,0.0123,0.0384,1.0
10.75,1.463,0.01733,0.0127,0.017,0.0342,1.0
11.0,1.472,0.01817,0.01359,0.0211,0.0302,1.0
11.25,1.482,0.01913,0.0146,0.0247,0.0266,1.0
11.5,1.4938,0.02011,0.01567,0.028,0.024,1.0
11.75,1.504,0.0213,0.01694,0.0311,0.0216,1.0
12.0,1.5169,0.02245,0.0182,0.0337,0.0201,1.0
12.25,1.5279,0.0238,0.01967,0.0363,0.0186,1.0
12.5,1.5366,0.02541,0.02139,0.0386,0.0172,1.0
12.75,1.5457,0.0271,0.0232,0.0406,0.0162,1.0
13.0,1.5533,0.02901,0.02523,0.0424,0.0152,1.0
13.25,1.5565,0.03132,0.02766,0.044,0.0138,1.0
13.5,1.5581,0.03389,0.03036,0.0451,0.013,1.0
13.75,1.5579,0.03675,0.03336,0.0459,0.0123,1.0
14.0,1.5534,0.04016,0.0369,0.0461,0.0116,1.0
14.25,1.544,0.04424,0.04112,0.0457,0.011,1.0
14.5,1.5279,0.04929,0.04631,0.0441,0.0106,1.0
14.75,1.5031,0.0558,0.05296,0.0411,0.0104,1.0
15.25,1.4042,0.07618,0.07362,0.0292,0.0114,1.0
15.5,1.3385,0.08811,0.08563,0.0225,0.0125,1.0
16.0,1.2459,0.10754,0.10518,0.0115,0.0141,1.0
16.25,1.213,0.11594,0.11363,0.0067,0.0143,1.0
16.5,1.1861,0.12382,0.12156,0.0022,0.0143,1.0
16.75,1.1653,0.13102,0.12881,-0.0019,0.0143,1.0
17.0,1.1502,0.13757,0.1354,-0.0057,0.0141,1.0
