Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
13.75,0.9887,0.14033,0.13915,-0.0454,0.0069,1.0
14.0,0.9789,0.14737,0.1462,-0.0494,0.0069,1.0
14.25,0.97,0.15453,0.15336,-0.0536,0.0068,1.0
14.5,0.9621,0.1617,0.16054,-0.0578,0.0066,1.0
14.75,0.9559,0.16891,0.16775,-0.0621,0.0065,1.0
15.0,0.9521,0.17589,0.17473,-0.0662,0.0063,1.0
15.25,0.9533,0.18187,0.18071,-0.0697,0.006,1.0
15.5,0.9558,0.18769,0.18653,-0.0731,0.0057,1.0
15.75,0.9529,0.19526,0.1941,-0.0775,0.0054,1.0
16.0,0.9517,0.20286,0.2017,-0.0819,0.0049,1.0
16.25,0.955,0.20928,0.20811,-0.0855,0.0044,1.0
16.5,0.9614,0.21473,0.21356,-0.0887,0.0041,1.0
16.75,0.97,0.21938,0.21822,-0.0915,0.0038,1.0
17.0,0.9742,0.22624,0.22507,-0.0954,0.0033,1.0
