Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
14.25,1.0814,0.16771,0.15838,-0.0805,0.1453,1.0
14.5,1.0814,0.1725,0.16322,-0.0823,0.1435,1.0
14.75,1.0863,0.17617,0.16696,-0.0832,0.1415,1.0
15.0,1.0996,0.17789,0.16879,-0.0824,0.1392,1.0
15.25,1.0878,0.18518,0.17606,-0.0869,0.1367,1.0
15.5,1.0837,0.19067,0.18158,-0.09,0.1342,1.0
15.75,1.0839,0.1954,0.18635,-0.0924,0.1329,1.0
16.0,1.0851,0.19995,0.19097,-0.0946,0.1322,1.0
16.25,1.0868,0.20438,0.19545,-0.0967,0.1318,1.0
16.5,1.089,0.20875,0.19987,-0.0989,0.1318,1.0
16.75,1.0917,0.21305,0.20426,-0.101,0.132,1.0
17.0,1.0949,0.21714,0.20841,-0.1031,0.1318,1.0
