Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
1.25,0.5193,0.02966,0.01804,-0.0783,0.736,0.1076
1.5,0.5732,0.02858,0.01669,-0.0823,0.7186,0.1111
1.75,0.6239,0.02772,0.01569,-0.0859,0.7012,0.1205
2.0,0.6733,0.02701,0.01484,-0.0893,0.6844,0.1288
2.25,0.7187,0.02653,0.01429,-0.092,0.6687,0.1428
2.5,0.7636,0.02613,0.01392,-0.0948,0.6534,0.1637
3.0,0.8715,0.02477,0.01355,-0.1043,0.6255,1.0
3.25,0.8995,0.02524,0.01381,-0.1039,0.6125,1.0
3.5,0.927,0.02578,0.01422,-0.1036,0.6005,1.0
3.75,0.9561,0.02625,0.01455,-0.1033,0.5898,1.0
4.0,0.9827,0.02686,0.01511,-0.1029,0.578,1.0
4.25,1.0083,0.02746,0.01569,-0.1022,0.5645,1.0
4.5,1.0332,0.02797,0.0161,-0.1011,0.5474,1.0
4.75,1.0567,0.0284,0.01639,-0.0995,0.5258,1.0
5.0,1.08,0.02881,0.01663,-0.0979,0.5037,1.0
5.25,1.1005,0.02937,0.01717,-0.0962,0.4829,1.0
5.5,1.1229,0.02996,0.01775,-0.0948,0.4661,1.0
6.0,1.1637,0.03118,0.01913,-0.0917,0.4307,1.0
6.25,1.1814,0.03182,0.01987,-0.0897,0.411,1.0
6.5,1.1973,0.03249,0.02068,-0.0876,0.389,1.0
6.75,1.2127,0.03312,0.02142,-0.0853,0.3651,1.0
7.0,1.2272,0.03379,0.02215,-0.083,0.3386,1.0
7.25,1.2409,0.03449,0.02281,-0.0805,0.3101,1.0
7.5,1.2544,0.03545,0.02379,-0.0783,0.2814,1.0
7.75,1.2681,0.03656,0.02475,-0.0761,0.2578,1.0
8.0,1.2815,0.03785,0.02594,-0.0741,0.2377,1.0
8.25,1.2954,0.03929,0.0273,-0.0723,0.2219,1.0
8.5,1.3103,0.04081,0.02875,-0.0707,0.21,1.0
8.75,1.325,0.04236,0.03023,-0.0691,0.1991,1.0
9.0,1.3395,0.04411,0.0321,-0.0676,0.1886,1.0
9.25,1.355,0.0458,0.03377,-0.0662,0.1802,1.0
9.5,1.3687,0.04768,0.03585,-0.0647,0.1718,1.0
9.75,1.3831,0.04955,0.03774,-0.0633,0.1644,1.0
10.0,1.3936,0.05168,0.0401,-0.0616,0.1574,1.0
10.25,1.4095,0.05355,0.04189,-0.0604,0.1506,1.0
10.5,1.4116,0.05613,0.04486,-0.0582,0.1448,1.0
10.75,1.4204,0.05831,0.04717,-0.0565,0.139,1.0
11.0,1.428,0.06077,0.04973,-0.055,0.1338,1.0
11.25,1.422,0.06403,0.05337,-0.0529,0.1297,1.0
11.5,1.4218,0.06704,0.05658,-0.0514,0.1256,1.0
11.75,1.4385,0.06908,0.05852,-0.0504,0.1205,1.0
12.0,1.4192,0.07372,0.0636,-0.0491,0.1186,1.0
12.25,1.3986,0.07908,0.06932,-0.0487,0.1169,1.0
12.5,1.3742,0.08542,0.07598,-0.0496,0.1156,1.0
12.75,1.3423,0.09356,0.08441,-0.0523,0.1148,1.0
13.0,1.2947,0.10577,0.0969,-0.0587,0.115,1.0
13.25,1.2227,0.12611,0.11738,-0.0711,0.1163,1.0
13.5,1.1715,0.14464,0.1359,-0.082,0.1151,1.0
13.75,1.1526,0.15524,0.14647,-0.0876,0.1129,1.0
14.0,1.1489,0.16141,0.15267,-0.0903,0.11,1.0
14.25,1.1689,0.16022,0.15156,-0.0875,0.1065,1.0
14.5,1.1538,0.17043,0.16173,-0.0932,0.105,1.0
14.75,1.1423,0.17982,0.1711,-0.0986,0.104,1.0
15.0,1.1372,0.18735,0.17864,-0.1028,0.103,1.0
15.25,1.134,0.19421,0.1855,-0.1068,0.1014,1.0
15.5,1.1341,0.20009,0.1914,-0.11,0.0997,1.0
15.75,1.1368,0.20509,0.19643,-0.1126,0.0975,1.0
16.0,1.14,0.21026,0.20164,-0.1151,0.0965,1.0
16.25,1.1437,0.21544,0.20685,-0.1178,0.0958,1.0
16.5,1.1549,0.21829,0.20977,-0.1179,0.0932,1.0
16.75,1.1582,0.22328,0.21475,-0.1205,0.0911,1.0
17.0,1.1586,0.22916,0.22065,-0.1245,0.0901,1.0
