Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-7.0,-0.6542,0.09285,0.07295,0.002,1.0,0.3771
-6.75,-0.6488,0.08991,0.06979,0.0033,1.0,0.3831
-6.5,-0.6368,0.08739,0.06711,0.0041,1.0,0.3889
-6.25,-0.6287,0.08456,0.06392,0.0051,1.0,0.3972
-6.0,-0.612,0.08245,0.06172,0.0056,1.0,0.4039
-5.75,-0.5964,0.08018,0.05916,0.006,1.0,0.4133
-5.5,-0.5769,0.07839,0.05727,0.0063,1.0,0.4222
-5.25,-0.5571,0.07657,0.05537,0.0066,1.0,0.4354
-5.0,-0.5358,0.07495,0.05387,0.0073,1.0,0.4561
-4.75,-0.5145,0.07357,0.05265,0.0078,1.0,0.478
-4.5,-0.4941,0.07193,0.05119,0.0086,1.0,0.5174
-4.0,-0.1708,0.07814,0.05718,-0.0355,1.0,1.0
-3.75,-0.1679,0.07709,0.05557,-0.0334,1.0,1.0
-3.5,-0.1615,0.07651,0.05452,-0.0315,1.0,1.0
-3.25,-0.1536,0.07618,0.0538,-0.0295,1.0,1.0
-3.0,-0.1448,0.07601,0.05323,-0.0276,1.0,1.0
-2.75,-0.1355,0.07597,0.05282,-0.0256,1.0,1.0
-2.5,-0.1261,0.07604,0.05261,-0.0237,1.0,1.0
-2.25,-0.1167,0.07622,0.05249,-0.0217,1.0,1.0
-2.0,-0.1069,0.07647,0.05246,-0.0197,1.0,1.0
-1.75,-0.0972,0.0768,0.05254,-0.0178,1.0,1.0
-1.5,-0.0876,0.07721,0.05271,-0.0158,1.0,1.0
-1.25,-0.0781,0.07769,0.05296,-0.0139,1.0,1.0
-1.0,-0.0685,0.07823,0.05331,-0.012,1.0,1.0
-0.75,-0.0591,0.07883,0.05371,-0.0102,1.0,1.0
-0.5,-0.0496,0.07949,0.05421,-0.0084,1.0,1.0
-0.25,-0.0401,0.0802,0.05477,-0.0066,1.0,1.0
0.0,-0.0308,0.08097,0.05538,-0.0048,1.0,1.0
0.25,-0.0214,0.08177,0.05605,-0.0032,1.0,1.0
0.5,-0.0119,0.08261,0.05677,-0.0016,1.0,1.0
0.75,-0.0023,0.0835,0.05756,0.0,1.0,1.0
1.0,0.0072,0.08444,0.0584,0.0016,1.0,1.0
1.25,0.0166,0.08541,0.05927,0.003,1.0,1.0
1.5,0.026,0.08644,0.06023,0.0044,1.0,1.0
1.75,0.0357,0.08746,0.06115,0.0058,1.0,1.0
2.0,0.0453,0.08855,0.06219,0.0071,1.0,1.0
2.25,0.0546,0.08967,0.06327,0.0083,1.0,1.0
