Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.0,-0.3217,0.11691,0.11106,-0.0382,1.0,0.1208
-9.5,-0.3589,0.11483,0.10922,-0.0415,1.0,0.1266
-9.0,-0.3342,0.10641,0.10084,-0.038,1.0,0.1305
-8.5,-0.3379,0.10197,0.09654,-0.0355,1.0,0.1373
-8.0,-0.3999,0.10103,0.09591,-0.0323,1.0,0.1415
-7.5,-0.3937,0.09477,0.08975,-0.0272,1.0,0.1462
-7.0,-0.4169,0.09157,0.08672,-0.0222,1.0,0.1526
-6.5,-0.4642,0.08598,0.08127,-0.0285,1.0,0.1589
-5.5,-0.4192,0.052,0.04615,-0.0523,0.9924,0.0953
-5.0,-0.3429,0.03939,0.03201,-0.0646,0.981,0.0961
-4.5,-0.2637,0.03416,0.02598,-0.0718,0.9679,0.1052
-4.0,-0.1825,0.03061,0.02166,-0.0779,0.9542,0.1193
-3.5,-0.1029,0.02837,0.01887,-0.083,0.9391,0.1403
-3.0,-0.0265,0.02672,0.01714,-0.0873,0.923,0.1688
-2.5,0.0483,0.02541,0.01584,-0.0911,0.9063,0.2109
-2.0,0.1216,0.0243,0.01491,-0.0943,0.889,0.2752
-1.5,0.1946,0.02297,0.01408,-0.0974,0.8724,0.3802
-1.0,0.2768,0.02036,0.01345,-0.0995,0.8601,1.0
-0.5,0.3438,0.02029,0.01282,-0.1012,0.8396,1.0
0.0,0.4114,0.02012,0.01227,-0.1027,0.8205,1.0
0.5,0.4777,0.01993,0.01178,-0.1039,0.8019,1.0
1.0,0.5423,0.01976,0.01137,-0.1046,0.7836,1.0
1.5,0.5962,0.02002,0.01147,-0.1038,0.7614,1.0
2.0,0.6525,0.02023,0.01154,-0.1033,0.7408,1.0
2.5,0.7101,0.02044,0.01163,-0.103,0.7216,1.0
3.0,0.7675,0.02072,0.01181,-0.1027,0.703,1.0
3.5,0.8215,0.02121,0.01225,-0.102,0.6839,1.0
4.0,0.87,0.02199,0.01306,-0.1006,0.6633,1.0
4.5,0.9213,0.02267,0.01377,-0.0996,0.6439,1.0
5.0,0.9737,0.0233,0.01445,-0.0986,0.6249,1.0
5.5,1.0274,0.02388,0.01508,-0.0978,0.6059,1.0
6.0,1.0772,0.02463,0.01592,-0.0964,0.5854,1.0
6.5,1.1227,0.02548,0.01695,-0.0944,0.5625,1.0
7.0,1.1781,0.02571,0.01721,-0.0934,0.5394,1.0
7.5,1.2206,0.02624,0.01791,-0.0906,0.5105,1.0
8.0,1.2643,0.02647,0.01825,-0.0876,0.4791,1.0
8.5,1.3044,0.02667,0.01855,-0.0842,0.4449,1.0
9.0,1.3356,0.02705,0.01906,-0.0795,0.4071,1.0
9.5,1.3551,0.02772,0.01986,-0.0733,0.3631,1.0
10.0,1.3581,0.02914,0.0213,-0.065,0.3101,1.0
10.5,1.347,0.03194,0.02384,-0.0563,0.2499,1.0
11.0,1.3288,0.03643,0.0279,-0.0489,0.1965,1.0
11.5,1.3164,0.04158,0.0328,-0.0435,0.1574,1.0
12.0,1.3146,0.04648,0.03753,-0.0395,0.1311,1.0
12.5,1.3265,0.05066,0.04146,-0.0363,0.1121,1.0
13.0,1.346,0.05466,0.04555,-0.0335,0.0978,1.0
13.5,1.375,0.05849,0.04938,-0.0312,0.0865,1.0
14.0,1.3858,0.06345,0.05472,-0.029,0.0791,1.0
14.5,1.4026,0.06905,0.06064,-0.0271,0.0736,1.0
15.0,1.3949,0.07588,0.06795,-0.0256,0.0697,1.0
15.5,1.4117,0.08211,0.07426,-0.0245,0.0656,1.0
16.0,1.3698,0.09233,0.08513,-0.0252,0.0651,1.0
16.5,1.3209,0.10477,0.09816,-0.0289,0.0649,1.0
17.0,1.2662,0.12019,0.11407,-0.0362,0.0652,1.0
18.0,1.0353,0.20871,0.20298,-0.0926,0.0867,1.0
18.5,1.0194,0.23165,0.2259,-0.1078,0.1281,1.0
19.0,1.0284,0.23969,0.23392,-0.1129,0.1233,1.0
19.5,1.0445,0.24614,0.24043,-0.1163,0.1147,1.0
20.0,1.0625,0.25517,0.24948,-0.1192,0.1117,1.0
20.5,1.0682,0.26004,0.25435,-0.1261,0.1029,1.0
21.0,1.0939,0.27008,0.26446,-0.1266,0.0994,1.0
21.5,1.0942,0.27372,0.26806,-0.136,0.0927,1.0
22.0,1.1243,0.28377,0.27823,-0.1348,0.088,1.0
22.5,1.1229,0.28695,0.28134,-0.1453,0.0834,1.0
23.0,1.1401,0.29318,0.28761,-0.1488,0.0783,1.0
23.5,1.1646,0.3048,0.2993,-0.1493,0.076,1.0
24.0,1.1664,0.306,0.30047,-0.1599,0.0713,1.0
24.5,1.1846,0.31238,0.30692,-0.1625,0.0669,1.0
25.0,1.2004,0.32064,0.3152,-0.1665,0.0652,1.0
25.5,1.2097,0.3243,0.31887,-0.1748,0.0613,1.0
26.0,1.2254,0.33014,0.32476,-0.1787,0.0579,1.0
26.5,1.2438,0.34006,0.33473,-0.1807,0.056,1.0
27.0,1.2519,0.34184,0.3365,-0.1901,0.0528,1.0
27.5,1.2663,0.34734,0.34206,-0.1948,0.0498,1.0
28.0,1.2844,0.35709,0.3519,-0.196,0.048,1.0
28.5,1.2931,0.35909,0.35387,-0.2049,0.0468,1.0
29.0,1.3058,0.36396,0.35878,-0.2111,0.0436,1.0
29.5,1.3195,0.36947,0.36437,-0.215,0.0413,1.0
30.0,1.3333,0.3776,0.37254,-0.2186,0.0404,1.0
30.5,1.3437,0.37984,0.37479,-0.2271,0.0388,1.0
31.0,1.3558,0.38475,0.37975,-0.2326,0.0367,1.0
31.5,1.3678,0.38974,0.38482,-0.237,0.0349,1.0
32.0,1.3793,0.39592,0.39102,-0.2416,0.034,1.0
32.5,1.3904,0.39893,0.39406,-0.2491,0.0325,1.0
33.0,1.4014,0.40315,0.39834,-0.2547,0.0308,1.0
33.5,1.4118,0.40729,0.40256,-0.2596,0.0295,1.0
34.5,1.432,0.41551,0.41086,-0.2713,0.028,1.0
35.0,1.4418,0.41925,0.41465,-0.2773,0.0263,1.0
35.5,1.4507,0.42287,0.41833,-0.2826,0.025,1.0
36.0,1.4589,0.42765,0.42319,-0.2869,0.0242,1.0
36.5,1.4674,0.43082,0.42638,-0.2934,0.0239,1.0
37.0,1.476,0.43401,0.42962,-0.3,0.0231,1.0
37.5,1.4837,0.43748,0.43315,-0.3058,0.022,1.0
38.0,1.4906,0.44074,0.43648,-0.3113,0.0209,1.0
