Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-3.5,-0.1149,0.02925,0.01962,-0.0812,0.9443,0.1418
-3.0,-0.0361,0.02753,0.01783,-0.0861,0.9285,0.1707
-2.5,0.0414,0.02614,0.01649,-0.0905,0.9123,0.2128
-2.0,0.1181,0.02495,0.01548,-0.0944,0.8959,0.2783
-1.5,0.1933,0.02357,0.01459,-0.0978,0.8796,0.3876
-1.0,0.2686,0.02111,0.01409,-0.0988,0.8644,1.0
-0.5,0.3354,0.02113,0.01352,-0.1006,0.8436,1.0
0.0,0.3997,0.02111,0.01311,-0.1017,0.8228,1.0
0.5,0.4656,0.021,0.0127,-0.1028,0.8038,1.0
1.0,0.5304,0.02087,0.01234,-0.1036,0.7854,1.0
1.5,0.5939,0.02078,0.01206,-0.1041,0.7671,1.0
2.0,0.6455,0.02122,0.01238,-0.1031,0.745,1.0
2.5,0.7008,0.02156,0.01262,-0.1025,0.725,1.0
3.0,0.7571,0.02189,0.01288,-0.102,0.7061,1.0
3.5,0.8133,0.02228,0.01321,-0.1016,0.6877,1.0
4.0,0.8693,0.02272,0.01362,-0.1011,0.6697,1.0
4.5,0.9176,0.02356,0.01452,-0.0997,0.6496,1.0
5.0,0.9659,0.02442,0.01547,-0.0983,0.6294,1.0
5.5,1.0169,0.02513,0.01628,-0.0971,0.6097,1.0
6.0,1.0707,0.02566,0.01688,-0.0962,0.59,1.0
6.5,1.1191,0.02643,0.01778,-0.0945,0.5681,1.0
7.0,1.1667,0.02702,0.01854,-0.0925,0.5435,1.0
7.5,1.2138,0.02738,0.01902,-0.0902,0.5159,1.0
8.0,1.2601,0.02747,0.0192,-0.0875,0.4847,1.0
8.5,1.2998,0.02765,0.01949,-0.0839,0.4501,1.0
9.0,1.3336,0.02787,0.01982,-0.0795,0.4122,1.0
9.5,1.3522,0.02854,0.02067,-0.0731,0.3684,1.0
10.0,1.3575,0.02975,0.02184,-0.0651,0.3171,1.0
10.5,1.3457,0.03247,0.02433,-0.0561,0.2579,1.0
11.0,1.3279,0.03689,0.02839,-0.0487,0.2025,1.0
11.5,1.3148,0.04206,0.03323,-0.0432,0.1633,1.0
12.0,1.3135,0.04694,0.03791,-0.0392,0.1358,1.0
12.5,1.324,0.05126,0.04214,-0.036,0.1157,1.0
13.0,1.3531,0.05479,0.04543,-0.0333,0.0997,1.0
13.5,1.3721,0.05913,0.05003,-0.0309,0.0893,1.0
14.0,1.3859,0.06438,0.05567,-0.0287,0.0816,1.0
14.5,1.4122,0.06952,0.06094,-0.027,0.0753,1.0
15.0,1.3901,0.0774,0.06949,-0.0254,0.0725,1.0
15.5,1.3681,0.08592,0.07851,-0.0252,0.0699,1.0
16.0,1.341,0.09564,0.08867,-0.0266,0.0683,1.0
16.5,1.2737,0.11182,0.10551,-0.0334,0.0691,1.0
17.0,1.1503,0.14452,0.1388,-0.0541,0.0745,1.0
18.0,0.7118,0.1949,0.18949,-0.0645,0.1524,1.0
18.5,0.7027,0.19955,0.19418,-0.0678,0.1437,1.0
19.0,0.7153,0.2066,0.20127,-0.0688,0.1383,1.0
19.5,0.7125,0.21119,0.2059,-0.0716,0.1288,1.0
20.0,0.7238,0.21861,0.21337,-0.0729,0.1249,1.0
20.5,0.7205,0.22299,0.21779,-0.0759,0.1156,1.0
21.0,0.734,0.23081,0.22566,-0.0769,0.1119,1.0
21.5,0.7269,0.23508,0.22995,-0.0807,0.1047,1.0
22.0,0.7494,0.24413,0.23908,-0.0805,0.0996,1.0
22.5,0.7358,0.2473,0.24227,-0.0853,0.0943,1.0
23.0,0.7462,0.25346,0.24849,-0.0865,0.0891,1.0
23.5,0.7489,0.26019,0.25524,-0.0891,0.0864,1.0
24.0,0.7506,0.2657,0.26081,-0.092,0.08,1.0
24.5,0.7687,0.27447,0.26967,-0.0921,0.0764,1.0
25.0,0.7603,0.27873,0.27392,-0.0965,0.0743,1.0
25.5,0.7641,0.28466,0.27991,-0.099,0.0689,1.0
26.0,0.7826,0.29466,0.28998,-0.0989,0.0657,1.0
26.5,0.7727,0.29785,0.2932,-0.1036,0.0639,1.0
27.0,0.776,0.30407,0.29947,-0.1062,0.0599,1.0
27.5,0.7852,0.31099,0.30647,-0.1074,0.0567,1.0
28.0,0.7849,0.31738,0.31288,-0.1105,0.0553,1.0
28.5,0.7869,0.32369,0.31925,-0.1134,0.052,1.0
29.0,0.7916,0.32999,0.32561,-0.1154,0.0493,1.0
29.5,0.7992,0.33812,0.3338,-0.1168,0.0477,1.0
30.0,0.7966,0.34347,0.33919,-0.1205,0.0457,1.0
30.5,0.7996,0.34988,0.34566,-0.1229,0.0429,1.0
31.0,0.8044,0.35643,0.35227,-0.1247,0.041,1.0
31.5,0.8062,0.36347,0.35936,-0.1271,0.0402,1.0
32.0,0.8066,0.36982,0.36576,-0.1301,0.0383,1.0
32.5,0.8088,0.37612,0.37213,-0.1324,0.0359,1.0
33.0,0.8129,0.38293,0.379,-0.1341,0.0344,1.0
33.5,0.8126,0.3894,0.38552,-0.137,0.0338,1.0
34.0,0.8132,0.39589,0.39207,-0.1397,0.0324,1.0
34.5,0.8144,0.40219,0.39843,-0.142,0.0306,1.0
35.0,0.8162,0.40831,0.40462,-0.144,0.0291,1.0
35.5,0.8164,0.41495,0.4113,-0.1465,0.0285,1.0
36.0,0.8163,0.42132,0.41773,-0.1491,0.0274,1.0
36.5,0.8165,0.42748,0.42396,-0.1514,0.026,1.0
37.0,0.8167,0.43335,0.42989,-0.1537,0.0248,1.0
38.0,0.8157,0.44568,0.44234,-0.1583,0.0235,1.0
38.5,0.8149,0.45166,0.44838,-0.1607,0.0223,1.0
39.0,0.8139,0.45731,0.4541,-0.163,0.0213,1.0
39.5,0.8129,0.46273,0.45959,-0.1652,0.0204,1.0
40.5,0.8095,0.47421,0.47118,-0.1698,0.0196,1.0
41.0,0.8076,0.47967,0.4767,-0.1721,0.0187,1.0
41.5,0.8054,0.48478,0.48188,-0.1743,0.0177,1.0
42.0,0.8031,0.48958,0.48675,-0.1765,0.0169,1.0
43.0,0.7975,0.49974,0.49702,-0.1809,0.0162,1.0
43.5,0.7944,0.50454,0.50188,-0.1831,0.0157,1.0
44.0,0.7912,0.50907,0.50649,-0.1853,0.015,1.0
44.5,0.7876,0.51332,0.51079,-0.1874,0.0143,1.0
45.0,0.7838,0.51723,0.51477,-0.1895,0.0137,1.0
46.0,0.7757,0.52557,0.52322,-0.1937,0.0132,1.0
46.5,0.7713,0.52937,0.52708,-0.1958,0.0127,1.0
47.0,0.7667,0.53286,0.53064,-0.1978,0.0122,1.0
47.5,0.7619,0.53608,0.53393,-0.1999,0.0117,1.0
48.0,0.7568,0.53898,0.53689,-0.2019,0.0112,1.0
49.0,0.7462,0.545,0.54301,-0.2059,0.0107,1.0
49.5,0.7407,0.5477,0.54578,-0.2078,0.0104,1.0
50.0,0.7349,0.55009,0.54822,-0.2097,0.01,1.0
