Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-22.5,-0.6617,0.26658,0.2609,0.0328,1.0,0.034
-22.0,-0.645,0.26059,0.25492,0.0283,1.0,0.0344
-21.5,-0.6261,0.25392,0.24824,0.0252,1.0,0.0356
-21.0,-0.6082,0.24819,0.24251,0.0213,1.0,0.0376
-20.5,-0.592,0.24305,0.23736,0.0163,1.0,0.0396
-20.0,-0.5779,0.2381,0.23244,0.0111,1.0,0.0401
-19.5,-0.5568,0.23022,0.22454,0.0092,1.0,0.0414
-19.0,-0.5389,0.22428,0.21861,0.0057,1.0,0.0433
-18.5,-0.5227,0.21857,0.2129,0.0016,1.0,0.0457
-18.0,-0.5161,0.21581,0.21019,-0.0049,1.0,0.0467
-17.5,-0.4896,0.20599,0.20036,-0.0052,1.0,0.0487
-17.0,-0.4726,0.19999,0.19436,-0.0083,1.0,0.0513
-16.5,-0.4616,0.19511,0.1895,-0.0132,1.0,0.0539
-16.0,-0.4518,0.18922,0.18365,-0.0173,1.0,0.0548
-15.5,-0.4281,0.18122,0.17565,-0.0179,1.0,0.0569
-15.0,-0.4131,0.17524,0.16968,-0.0206,1.0,0.0606
-14.5,-0.4216,0.17333,0.16785,-0.0273,1.0,0.0633
-14.0,-0.3905,0.16259,0.1571,-0.0266,1.0,0.0653
-13.5,-0.3748,0.15637,0.1509,-0.0282,1.0,0.0685
-13.0,-0.3719,0.15133,0.14591,-0.0322,1.0,0.0729
-12.5,-0.3811,0.14628,0.14096,-0.0373,1.0,0.0741
-12.0,-0.345,0.1376,0.13225,-0.0347,1.0,0.0784
-11.5,-0.3457,0.13257,0.12729,-0.038,1.0,0.0842
-11.0,-0.3616,0.12707,0.12193,-0.043,1.0,0.0858
-10.5,-0.3283,0.1193,0.11414,-0.0394,1.0,0.0894
-10.0,-0.3259,0.11397,0.1089,-0.0399,1.0,0.0947
-9.5,-0.3711,0.11091,0.10608,-0.0445,1.0,0.0981
-9.0,-0.335,0.10321,0.09838,-0.0389,1.0,0.1029
-8.5,-0.3477,0.09911,0.09442,-0.0365,1.0,0.1081
-8.0,-0.41,0.09739,0.09299,-0.0329,1.0,0.1113
-7.5,-0.4727,0.09248,0.08824,-0.0379,1.0,0.1122
-7.0,-0.452,0.08727,0.08314,-0.0262,1.0,0.1149
-6.5,-0.4503,0.05721,0.05236,-0.0563,0.989,0.0749
-6.0,-0.3949,0.04147,0.03529,-0.0691,0.9768,0.0726
-5.5,-0.3267,0.03458,0.0276,-0.0758,0.9652,0.0775
-5.0,-0.2503,0.02969,0.02143,-0.0814,0.954,0.0854
-4.5,-0.1714,0.02677,0.01812,-0.0867,0.9431,0.097
-4.0,-0.0986,0.02474,0.01574,-0.0903,0.9293,0.1123
-3.5,-0.0266,0.023,0.01405,-0.0936,0.9155,0.1333
-3.0,0.0466,0.02164,0.0127,-0.0969,0.9017,0.1644
-2.5,0.1211,0.02041,0.01159,-0.1003,0.8881,0.2117
-2.0,0.1911,0.01922,0.01068,-0.1027,0.8736,0.2804
-1.5,0.2564,0.01791,0.00985,-0.1039,0.8577,0.3898
-1.0,0.3069,0.01597,0.00951,-0.1006,0.841,0.8041
-0.5,0.3987,0.01536,0.00867,-0.1063,0.8239,1.0
0.0,0.4587,0.01516,0.00814,-0.1064,0.8032,1.0
0.5,0.5192,0.015,0.00767,-0.1064,0.7829,1.0
1.0,0.5712,0.01518,0.00763,-0.1052,0.7581,1.0
1.5,0.6278,0.01528,0.00751,-0.1048,0.7364,1.0
2.0,0.6817,0.01557,0.00762,-0.104,0.7141,1.0
2.5,0.7344,0.01595,0.00788,-0.1031,0.692,1.0
3.0,0.7887,0.01635,0.00814,-0.1025,0.6719,1.0
3.5,0.8433,0.0168,0.00847,-0.102,0.6529,1.0
4.0,0.8937,0.01741,0.00909,-0.1009,0.6328,1.0
4.5,0.9447,0.01802,0.00972,-0.0999,0.6132,1.0
5.0,0.996,0.01864,0.01035,-0.099,0.594,1.0
5.5,1.0476,0.01924,0.01099,-0.098,0.5748,1.0
6.0,1.1002,0.01983,0.01157,-0.0972,0.5552,1.0
6.5,1.1453,0.02052,0.01243,-0.0952,0.5319,1.0
7.0,1.195,0.02093,0.01282,-0.0936,0.507,1.0
7.5,1.2368,0.0214,0.01342,-0.0908,0.4777,1.0
8.0,1.2768,0.02187,0.01402,-0.0878,0.4468,1.0
8.5,1.3126,0.02239,0.01466,-0.0841,0.413,1.0
9.0,1.3413,0.02307,0.01548,-0.0794,0.3734,1.0
9.5,1.3606,0.02413,0.01658,-0.0734,0.3244,1.0
10.0,1.3634,0.02602,0.01828,-0.0654,0.2652,1.0
10.5,1.3538,0.02934,0.02124,-0.0573,0.2008,1.0
11.0,1.3393,0.03387,0.02542,-0.0505,0.154,1.0
11.5,1.3294,0.03881,0.03016,-0.0455,0.1253,1.0
12.0,1.3281,0.04355,0.03492,-0.0417,0.1055,1.0
12.5,1.3316,0.04816,0.03952,-0.0387,0.0921,1.0
13.0,1.3416,0.05244,0.04386,-0.0359,0.0817,1.0
13.5,1.3572,0.05645,0.04791,-0.0334,0.0733,1.0
14.0,1.3802,0.06008,0.05151,-0.0312,0.0663,1.0
14.5,1.3897,0.06513,0.05699,-0.0293,0.0614,1.0
15.0,1.4166,0.06909,0.06094,-0.0275,0.0567,1.0
15.5,1.408,0.07617,0.06858,-0.0264,0.0543,1.0
16.0,1.3919,0.0841,0.07702,-0.0265,0.0521,1.0
16.5,1.3768,0.09237,0.08569,-0.0275,0.0503,1.0
17.0,1.3563,0.10192,0.09562,-0.0298,0.0493,1.0
17.5,1.3268,0.11344,0.10754,-0.0341,0.0486,1.0
18.0,1.0921,0.17941,0.17462,-0.0785,0.0576,1.0
18.5,1.0871,0.19212,0.1873,-0.0849,0.0562,1.0
20.0,0.7187,0.21473,0.21027,-0.0737,0.0952,1.0
20.5,0.7285,0.22023,0.21582,-0.0751,0.0896,1.0
21.0,0.7324,0.22708,0.22269,-0.0773,0.0864,1.0
21.5,0.7318,0.23272,0.22837,-0.0804,0.0798,1.0
22.0,0.7627,0.2418,0.23755,-0.079,0.0763,1.0
22.5,0.7392,0.24544,0.24116,-0.0853,0.0725,1.0
23.0,0.7476,0.25102,0.24679,-0.0869,0.0674,1.0
23.5,0.7623,0.25925,0.25507,-0.0875,0.0655,1.0
24.0,0.7523,0.26426,0.26011,-0.0925,0.0617,1.0
24.5,0.7605,0.26997,0.26587,-0.094,0.0575,1.0
25.0,0.7686,0.27746,0.27339,-0.0956,0.0559,1.0
25.5,0.7652,0.28341,0.27938,-0.0996,0.0525,1.0
26.0,0.7711,0.28941,0.28543,-0.1016,0.0494,1.0
26.5,0.7816,0.29702,0.29307,-0.1026,0.0477,1.0
27.0,0.7774,0.30287,0.29896,-0.1068,0.045,1.0
27.5,0.782,0.30909,0.30523,-0.1091,0.0423,1.0
28.0,0.792,0.31614,0.31235,-0.1099,0.0407,1.0
28.5,0.7889,0.32254,0.31876,-0.1138,0.0395,1.0
29.0,0.7918,0.32905,0.32532,-0.1164,0.0365,1.0
29.5,0.797,0.33514,0.33147,-0.1183,0.0347,1.0
30.0,0.8001,0.3423,0.33866,-0.1205,0.034,1.0
30.5,0.8005,0.3491,0.34551,-0.1237,0.0324,1.0
31.0,0.8034,0.35544,0.3519,-0.126,0.0302,1.0
32.0,0.8081,0.36875,0.3653,-0.1307,0.0282,1.0
32.5,0.8096,0.3755,0.3721,-0.1333,0.0267,1.0
33.0,0.8117,0.38181,0.37846,-0.1356,0.0252,1.0
33.5,0.8149,0.38802,0.38474,-0.1374,0.0242,1.0
34.0,0.8144,0.39496,0.3917,-0.1403,0.0235,1.0
34.5,0.8154,0.40155,0.39835,-0.1428,0.0222,1.0
35.0,0.8164,0.4077,0.40455,-0.1451,0.021,1.0
35.5,0.8177,0.41361,0.41052,-0.1472,0.0202,1.0
36.0,0.8175,0.42031,0.41726,-0.1497,0.0199,1.0
36.5,0.8175,0.42688,0.42388,-0.1522,0.0189,1.0
37.0,0.8175,0.43289,0.42995,-0.1545,0.0177,1.0
37.5,0.8173,0.43851,0.43563,-0.1568,0.0169,1.0
38.5,0.8158,0.45094,0.44815,-0.1614,0.0161,1.0
39.0,0.8148,0.4569,0.45416,-0.1638,0.0154,1.0
39.5,0.8136,0.4625,0.45983,-0.166,0.0146,1.0
40.0,0.8122,0.46765,0.46503,-0.1683,0.0138,1.0
40.5,0.8103,0.47323,0.47065,-0.1705,0.0135,1.0
41.0,0.8084,0.47899,0.47646,-0.1728,0.0131,1.0
41.5,0.8063,0.48438,0.48191,-0.175,0.0125,1.0
42.0,0.8039,0.48944,0.48702,-0.1772,0.0119,1.0
42.5,0.8012,0.49413,0.49177,-0.1794,0.0114,1.0
43.5,0.7951,0.5037,0.50144,-0.1838,0.0108,1.0
44.0,0.7919,0.50857,0.50636,-0.1859,0.0104,1.0
44.5,0.7884,0.513,0.51085,-0.1881,0.0099,1.0
45.0,0.7847,0.51711,0.51501,-0.1902,0.0094,1.0
45.5,0.7806,0.52087,0.51883,-0.1923,0.009,1.0
46.5,0.7719,0.52856,0.52662,-0.1965,0.0086,1.0
47.0,0.7674,0.53236,0.53047,-0.1985,0.0084,1.0
47.5,0.7627,0.53581,0.53397,-0.2005,0.0079,1.0
48.0,0.7576,0.53889,0.5371,-0.2025,0.0075,1.0
48.5,0.7524,0.54168,0.53994,-0.2045,0.0071,1.0
49.0,0.7468,0.54411,0.54243,-0.2065,0.0068,1.0
50.0,0.7354,0.54944,0.54785,-0.2104,0.0066,1.0
