Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-6.5,-0.285,0.00873,0.00326,-0.0942,0.7289,0.0176
-6.25,-0.2541,0.00859,0.00313,-0.095,0.7264,0.0184
-6.0,-0.2232,0.00846,0.003,-0.0958,0.7236,0.0195
-5.75,-0.1922,0.00832,0.00287,-0.0966,0.7206,0.0209
-5.5,-0.161,0.00819,0.00276,-0.0974,0.7188,0.0224
-5.25,-0.1297,0.00804,0.00263,-0.0983,0.7178,0.025
-5.0,-0.0982,0.00789,0.00252,-0.0992,0.7164,0.0287
-4.75,-0.0665,0.00769,0.00238,-0.1002,0.7146,0.041
-4.5,-0.035,0.00757,0.00229,-0.1011,0.7123,0.0478
-4.25,-0.0036,0.00746,0.00221,-0.1019,0.7096,0.0526
-4.0,0.0278,0.00736,0.00213,-0.1028,0.7068,0.0567
-3.75,0.0592,0.00726,0.00205,-0.1036,0.704,0.0621
-3.25,0.1238,0.00688,0.00186,-0.1059,0.6992,0.1106
-3.0,0.1557,0.00675,0.00179,-0.1069,0.6964,0.125
-2.75,0.1881,0.00658,0.00171,-0.108,0.6916,0.1527
-2.25,0.2556,0.00602,0.00151,-0.1113,0.6757,0.277
-2.0,0.2878,0.00592,0.00146,-0.1124,0.6628,0.3122
-1.75,0.3198,0.00584,0.00143,-0.1134,0.6491,0.3432
-1.5,0.3524,0.00572,0.0014,-0.1147,0.6354,0.3853
-1.25,0.3843,0.00566,0.00138,-0.1157,0.6235,0.4176
-1.0,0.4156,0.00568,0.00139,-0.1166,0.5964,0.4487
-0.75,0.4469,0.00574,0.00143,-0.1177,0.5565,0.5008
-0.5,0.4787,0.00573,0.00148,-0.1188,0.5299,0.5546
-0.25,0.5078,0.00599,0.00161,-0.1193,0.4834,0.5801
0.25,0.5628,0.00679,0.00198,-0.1196,0.365,0.6114
0.5,0.5906,0.00711,0.00213,-0.1197,0.3222,0.6168
0.75,0.6186,0.00738,0.00227,-0.1199,0.2913,0.619
1.0,0.6468,0.00762,0.00239,-0.1201,0.2637,0.6212
1.25,0.6748,0.00788,0.00252,-0.1202,0.2384,0.6228
1.5,0.703,0.00809,0.00264,-0.1204,0.2183,0.6244
1.75,0.7313,0.00829,0.00277,-0.1206,0.2001,0.6298
2.0,0.7596,0.00849,0.00291,-0.1208,0.1843,0.6356
2.25,0.7875,0.0087,0.00305,-0.1209,0.1682,0.64
2.5,0.8154,0.00891,0.00318,-0.121,0.1564,0.6421
2.75,0.8437,0.00907,0.0033,-0.1211,0.1481,0.6436
3.0,0.8716,0.00926,0.00344,-0.1213,0.1384,0.6463
3.25,0.8996,0.00943,0.00358,-0.1214,0.131,0.6484
3.5,0.9274,0.0096,0.00372,-0.1215,0.1242,0.6501
3.75,0.955,0.00979,0.00387,-0.1215,0.1176,0.6516
4.0,0.9825,0.00997,0.00402,-0.1215,0.1116,0.6531
4.25,1.0094,0.01018,0.00418,-0.1215,0.1046,0.6545
4.5,1.0366,0.01037,0.00434,-0.1214,0.0995,0.6558
4.75,1.063,0.0106,0.00453,-0.1213,0.0933,0.6572
5.0,1.0898,0.01078,0.00469,-0.1212,0.0896,0.6586
5.25,1.1157,0.01102,0.00489,-0.1209,0.0844,0.6599
5.5,1.1421,0.01121,0.00507,-0.1207,0.0817,0.6609
5.75,1.1679,0.01143,0.00526,-0.1204,0.0786,0.6617
6.0,1.1933,0.01167,0.00547,-0.1201,0.075,0.6623
6.25,1.2188,0.01188,0.00567,-0.1198,0.0726,0.664
6.5,1.2433,0.01213,0.0059,-0.1193,0.0694,0.6662
6.75,1.268,0.01236,0.00612,-0.1188,0.067,0.6683
7.0,1.2924,0.01258,0.00634,-0.1183,0.0656,0.6702
7.25,1.3158,0.01283,0.00658,-0.1176,0.0637,0.672
7.5,1.3383,0.0131,0.00685,-0.1167,0.0613,0.6738
7.75,1.3611,0.01335,0.0071,-0.1159,0.0603,0.6755
8.0,1.3828,0.0136,0.00735,-0.1149,0.0591,0.6771
8.25,1.4001,0.01389,0.00764,-0.113,0.0577,0.6786
8.5,1.418,0.01424,0.00799,-0.1113,0.056,0.68
8.75,1.4374,0.0146,0.00835,-0.1099,0.0545,0.6811
9.0,1.4578,0.01494,0.0087,-0.1088,0.0536,0.682
9.25,1.4775,0.01532,0.00909,-0.1076,0.0523,0.6843
9.5,1.497,0.01573,0.0095,-0.1064,0.051,0.687
9.75,1.5157,0.0162,0.00997,-0.1052,0.0494,0.6897
10.0,1.5354,0.01662,0.01041,-0.1041,0.0485,0.6923
10.25,1.5544,0.01707,0.01088,-0.1029,0.0475,0.6948
10.5,1.573,0.01757,0.01138,-0.1018,0.046,0.697
10.75,1.5899,0.01818,0.01198,-0.1004,0.0439,0.699
11.0,1.6083,0.01871,0.01253,-0.0993,0.0425,0.7005
11.5,1.6415,0.02001,0.01383,-0.0966,0.0386,0.7053
11.75,1.6584,0.02066,0.0145,-0.0954,0.037,0.7085
12.0,1.6735,0.02144,0.01528,-0.094,0.035,0.7114
12.25,1.6897,0.02216,0.01601,-0.0928,0.0335,0.7142
12.5,1.7044,0.02297,0.01683,-0.0914,0.0321,0.7169
12.75,1.7186,0.02382,0.01769,-0.09,0.0306,0.7193
13.25,1.7482,0.0255,0.01942,-0.0875,0.0288,0.7266
13.5,1.7624,0.02639,0.02033,-0.0863,0.0279,0.7307
13.75,1.7747,0.0274,0.02137,-0.0848,0.0269,0.7342
14.0,1.7886,0.02832,0.02231,-0.0836,0.0264,0.7367
14.25,1.8018,0.02929,0.02331,-0.0824,0.0258,0.7385
14.5,1.8141,0.03036,0.0244,-0.0811,0.0252,0.7416
14.75,1.8261,0.03145,0.02552,-0.0798,0.0244,0.7447
15.0,1.8365,0.03268,0.02679,-0.0785,0.0238,0.7476
15.25,1.8481,0.03383,0.02797,-0.0773,0.0232,0.7503
15.5,1.8598,0.03501,0.02919,-0.0761,0.0229,0.7527
15.75,1.8707,0.03627,0.03048,-0.075,0.0226,0.7547
16.25,1.8914,0.03894,0.03323,-0.0728,0.0218,0.7597
16.5,1.901,0.04035,0.03468,-0.0717,0.0214,0.7632
16.75,1.9092,0.04191,0.03628,-0.0706,0.021,0.7668
17.0,1.9169,0.04356,0.03797,-0.0695,0.0205,0.7704
17.5,1.9328,0.0469,0.04141,-0.0676,0.02,0.7795
17.75,1.9414,0.04851,0.04307,-0.0667,0.0198,0.7846
18.0,1.9474,0.05042,0.04504,-0.0659,0.0196,0.7884
18.25,1.9543,0.05223,0.04689,-0.0651,0.0193,0.7913
18.5,1.9591,0.05431,0.04904,-0.0643,0.0191,0.7952
18.75,1.9646,0.05635,0.05112,-0.0636,0.0189,0.7991
19.0,1.9676,0.05868,0.05352,-0.0629,0.0186,0.8025
19.25,1.9715,0.06094,0.05583,-0.0623,0.0184,0.8053
19.5,1.9724,0.06357,0.05851,-0.0618,0.0181,0.8074
19.75,1.9741,0.06611,0.0611,-0.0613,0.0178,0.8101
20.0,1.9737,0.06897,0.06403,-0.0609,0.0176,0.8133
20.25,1.9723,0.07198,0.06712,-0.0607,0.0174,0.8163
20.5,1.9725,0.07485,0.07005,-0.0605,0.0172,0.8193
20.75,1.9708,0.07801,0.07329,-0.0605,0.0171,0.822
21.0,1.9681,0.08131,0.07666,-0.0606,0.017,0.8243
21.25,1.9653,0.08464,0.08007,-0.0608,0.0169,0.8274
21.5,1.9615,0.08815,0.08366,-0.0612,0.0168,0.8311
21.75,1.9554,0.09204,0.08764,-0.0618,0.0167,0.8346
22.0,1.9483,0.09612,0.09181,-0.0625,0.0166,0.8383
22.25,1.9401,0.1004,0.09617,-0.0635,0.0165,0.8418
22.5,1.9307,0.10485,0.10072,-0.0646,0.0164,0.8472
22.75,1.9202,0.10953,0.1055,-0.066,0.0163,0.8529
23.0,1.9084,0.11446,0.11053,-0.0677,0.0162,0.8581
23.25,1.896,0.11956,0.11574,-0.0697,0.0161,0.8648
23.5,1.8818,0.12499,0.12128,-0.072,0.016,0.872
23.75,1.8668,0.13059,0.12699,-0.0746,0.0159,0.8791
24.0,1.8505,0.13647,0.13299,-0.0775,0.0158,0.8873
24.25,1.8335,0.14259,0.13922,-0.0809,0.0157,0.8959
24.5,1.8159,0.14891,0.14568,-0.0846,0.0156,0.9069
25.0,1.7759,0.16217,0.15926,-0.0928,0.0154,1.0
25.25,1.751,0.1701,0.16732,-0.0983,0.0153,1.0
25.5,1.7259,0.17826,0.17561,-0.1043,0.0152,1.0
25.75,1.702,0.18643,0.18389,-0.1106,0.0151,1.0
26.0,1.6776,0.19489,0.19248,-0.1173,0.015,1.0
26.25,1.6477,0.20476,0.20249,-0.1253,0.0148,1.0
26.5,1.6194,0.21459,0.21244,-0.1336,0.0147,1.0
