Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-30.0,-1.1395,0.36358,0.36139,0.1694,1.0,0.005
-29.75,-1.1324,0.36056,0.35837,0.1666,1.0,0.005
-29.5,-1.1253,0.35759,0.35539,0.1638,1.0,0.005
-29.25,-1.1183,0.35457,0.35237,0.1611,1.0,0.005
-29.0,-1.1113,0.35178,0.34956,0.1584,1.0,0.005
-28.75,-1.1041,0.34897,0.34675,0.1558,1.0,0.005
-28.5,-1.0972,0.34664,0.34441,0.1533,1.0,0.005
-28.25,-1.0903,0.34478,0.34254,0.1509,1.0,0.0047
-28.0,-1.083,0.34194,0.3397,0.1483,1.0,0.0045
-27.75,-1.0756,0.33893,0.33668,0.1457,1.0,0.0045
-27.5,-1.0681,0.33588,0.33362,0.1431,1.0,0.0047
-27.25,-1.0606,0.33226,0.33,0.1403,1.0,0.0049
-27.0,-1.0531,0.32939,0.32712,0.1378,1.0,0.0048
-26.75,-1.0456,0.32632,0.32404,0.1352,1.0,0.0048
-26.5,-1.038,0.32307,0.32079,0.1325,1.0,0.0048
-26.25,-1.0304,0.31978,0.31749,0.1299,1.0,0.0049
-26.0,-1.0228,0.31607,0.31377,0.1272,1.0,0.0049
-25.75,-1.0157,0.31115,0.30886,0.1241,1.0,0.0051
-25.5,-1.0078,0.30933,0.30703,0.122,1.0,0.0052
-25.25,-0.9998,0.30716,0.30486,0.1197,1.0,0.0053
-25.0,-0.9918,0.30464,0.30233,0.1173,1.0,0.0055
-24.75,-0.9839,0.30178,0.29946,0.1149,1.0,0.0056
-24.5,-0.9761,0.29863,0.29631,0.1124,1.0,0.0057
-24.25,-0.9683,0.29528,0.29295,0.1099,1.0,0.0058
-24.0,-0.9605,0.29186,0.28953,0.1074,1.0,0.0058
-23.75,-0.9528,0.28845,0.28611,0.1049,1.0,0.006
-23.5,-0.9451,0.28491,0.28257,0.1024,1.0,0.0061
-23.25,-0.9375,0.28126,0.27892,0.0999,1.0,0.0062
-23.0,-0.9301,0.27739,0.27504,0.0973,1.0,0.0063
-22.75,-0.9253,0.27073,0.26839,0.0938,1.0,0.0069
-22.5,-0.917,0.26819,0.26583,0.0916,1.0,0.007
-22.25,-0.9089,0.26539,0.26303,0.0894,1.0,0.007
