Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
22.5,0.9094,0.27326,0.27038,-0.0923,0.0096,1.0
22.75,0.9174,0.27638,0.2735,-0.0946,0.0094,1.0
23.0,0.9257,0.27897,0.27611,-0.0968,0.0091,1.0
23.25,0.9347,0.28044,0.27758,-0.0985,0.0089,1.0
23.5,0.9415,0.28527,0.28241,-0.1015,0.0086,1.0
23.75,0.9492,0.28875,0.28589,-0.104,0.0087,1.0
24.0,0.957,0.29191,0.28907,-0.1063,0.0087,1.0
24.25,0.965,0.29474,0.2919,-0.1085,0.0088,1.0
25.0,0.9875,0.30657,0.30376,-0.1163,0.011,1.0
25.25,0.9954,0.31112,0.30831,-0.1195,0.0101,1.0
25.5,1.0033,0.31396,0.31116,-0.1219,0.0096,1.0
25.75,1.0111,0.31673,0.31393,-0.1243,0.0093,1.0
26.0,1.0189,0.31949,0.3167,-0.1267,0.0092,1.0
26.25,1.0265,0.32199,0.3192,-0.129,0.009,1.0
26.5,1.034,0.32398,0.3212,-0.131,0.0089,1.0
26.75,1.0415,0.32673,0.32395,-0.1333,0.0088,1.0
27.0,1.0489,0.33012,0.32736,-0.136,0.0088,1.0
27.25,1.0565,0.33341,0.33065,-0.1388,0.0088,1.0
27.5,1.0639,0.33678,0.33403,-0.1416,0.0088,1.0
27.75,1.0714,0.34028,0.33754,-0.1444,0.0087,1.0
28.0,1.0794,0.34428,0.34154,-0.1475,0.0083,1.0
28.25,1.0868,0.34716,0.34443,-0.1501,0.0077,1.0
28.5,1.094,0.34982,0.3471,-0.1527,0.0075,1.0
28.75,1.1012,0.35242,0.34971,-0.1552,0.0072,1.0
29.0,1.1081,0.35488,0.35218,-0.1577,0.0071,1.0
29.25,1.115,0.35722,0.35452,-0.1602,0.007,1.0
29.5,1.1215,0.35925,0.35657,-0.1626,0.0069,1.0
29.75,1.128,0.3616,0.35892,-0.1649,0.0068,1.0
30.0,1.135,0.3648,0.36212,-0.1678,0.0068,1.0
