Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-30.0,-0.6704,0.33945,0.32622,0.0777,1.0,0.2072
-29.75,-0.6691,0.33751,0.32422,0.0764,1.0,0.2106
-29.5,-0.6689,0.33641,0.32305,0.0751,1.0,0.2126
-29.25,-0.6646,0.3319,0.31848,0.0739,1.0,0.2154
-29.0,-0.6601,0.32779,0.31429,0.0728,1.0,0.2199
-28.75,-0.6578,0.32525,0.31167,0.0716,1.0,0.2243
-28.5,-0.6571,0.32389,0.31024,0.0703,1.0,0.2275
-28.25,-0.6558,0.32196,0.3083,0.069,1.0,0.2294
-28.0,-0.6494,0.31651,0.30276,0.068,1.0,0.2339
-27.75,-0.6461,0.31351,0.29968,0.0669,1.0,0.2387
-27.5,-0.6449,0.31193,0.29804,0.0656,1.0,0.2426
-27.25,-0.6451,0.31133,0.29736,0.0643,1.0,0.2446
-27.0,-0.6375,0.30516,0.29114,0.0633,1.0,0.2494
-26.75,-0.6339,0.30213,0.28804,0.0622,1.0,0.2548
-26.5,-0.6329,0.30085,0.2867,0.061,1.0,0.2589
-26.25,-0.6312,0.29886,0.28469,0.0598,1.0,0.2614
-26.0,-0.6241,0.29358,0.27932,0.0588,1.0,0.2668
-25.75,-0.6212,0.29115,0.27682,0.0577,1.0,0.2723
-25.5,-0.621,0.29045,0.27605,0.0566,1.0,0.2759
-25.25,-0.6153,0.28595,0.27151,0.0555,1.0,0.2798
-25.0,-0.6101,0.28231,0.26779,0.0545,1.0,0.286
-24.75,-0.609,0.28112,0.26654,0.0534,1.0,0.2909
-24.5,-0.6062,0.27864,0.26404,0.0523,1.0,0.2942
-24.25,-0.5992,0.27391,0.25923,0.0513,1.0,0.3008
-24.0,-0.5974,0.27241,0.25767,0.0503,1.0,0.3064
-23.75,-0.5963,0.27114,0.25636,0.0493,1.0,0.3096
-23.5,-0.5878,0.26565,0.25079,0.0482,1.0,0.3164
-23.25,-0.5858,0.26413,0.24921,0.0473,1.0,0.3226
-23.0,-0.5841,0.26251,0.24758,0.0463,1.0,0.3262
-22.75,-0.5759,0.25743,0.24242,0.0453,1.0,0.3336
-22.5,-0.5747,0.25646,0.24139,0.0444,1.0,0.3397
-22.25,-0.57,0.25315,0.23805,0.0434,1.0,0.3442
-22.0,-0.5637,0.24948,0.23428,0.0425,1.0,0.3518
-21.75,-0.5641,0.24927,0.23403,0.0417,1.0,0.357
-21.5,-0.5555,0.24414,0.22886,0.0407,1.0,0.3634
-21.25,-0.5524,0.24223,0.22689,0.0399,1.0,0.3711
-21.0,-0.5502,0.24047,0.22512,0.039,1.0,0.3757
-20.75,-0.5421,0.23606,0.22062,0.0381,1.0,0.3844
-20.5,-0.5428,0.23604,0.22056,0.0375,1.0,0.39
-20.25,-0.5331,0.23069,0.21515,0.0364,1.0,0.3972
-20.0,-0.5313,0.22953,0.21393,0.0358,1.0,0.4051
-19.75,-0.5252,0.22597,0.21035,0.0349,1.0,0.411
-19.5,-0.5206,0.22351,0.20783,0.0342,1.0,0.4201
-19.25,-0.5177,0.22158,0.20588,0.0335,1.0,0.4256
-19.0,-0.5102,0.21782,0.20204,0.0326,1.0,0.4351
-18.75,-0.5108,0.21762,0.20184,0.0322,1.0,0.4405
-18.5,-0.5001,0.21237,0.19648,0.0312,1.0,0.4504
-18.25,-0.5018,0.21277,0.19684,0.0309,1.0,0.4565
-18.0,-0.4901,0.20713,0.19115,0.0298,1.0,0.4663
-17.75,-0.4916,0.20736,0.19134,0.0295,1.0,0.473
-17.5,-0.4801,0.20192,0.18586,0.0284,1.0,0.4823
-17.25,-0.481,0.20186,0.18576,0.0282,1.0,0.4893
-17.0,-0.47,0.19677,0.18062,0.0272,1.0,0.4987
-16.75,-0.4709,0.19667,0.18045,0.027,1.0,0.5059
-16.5,-0.4598,0.19164,0.17538,0.0259,1.0,0.5152
-16.25,-0.4603,0.19132,0.175,0.0258,1.0,0.5223
-16.0,-0.4499,0.18659,0.17024,0.0247,1.0,0.5303
-15.75,-0.449,0.1857,0.1693,0.0246,1.0,0.5383
-15.5,-0.4407,0.18178,0.16533,0.0236,1.0,0.5451
-15.25,-0.4371,0.17985,0.16335,0.0233,1.0,0.5534
-15.0,-0.4377,0.17911,0.16254,0.0231,1.0,0.5563
-14.5,-0.6625,0.19293,0.17466,0.0349,1.0,0.3241
-14.25,-0.6519,0.18781,0.1695,0.0329,1.0,0.3174
-14.0,-0.656,0.1856,0.16732,0.0306,1.0,0.3088
-13.75,-0.6465,0.18089,0.16257,0.029,1.0,0.3062
-13.5,-0.6401,0.17679,0.15846,0.0274,1.0,0.3044
-13.25,-0.6355,0.17299,0.15466,0.0259,1.0,0.304
-13.0,-0.6315,0.16924,0.1509,0.0244,1.0,0.3041
-12.75,-0.6282,0.1655,0.14716,0.0229,1.0,0.3048
-12.5,-0.6254,0.16172,0.14338,0.0215,1.0,0.3054
-12.25,-0.6242,0.15803,0.13971,0.0201,1.0,0.3069
-12.0,-0.625,0.15442,0.13612,0.0187,1.0,0.3087
-11.75,-0.6135,0.14999,0.13163,0.018,1.0,0.3144
-11.5,-0.61,0.14605,0.12768,0.0169,1.0,0.318
-11.25,-0.6101,0.14226,0.1239,0.0158,1.0,0.3216
-11.0,-0.6143,0.13855,0.12023,0.0145,1.0,0.3249
-10.75,-0.6022,0.13435,0.11598,0.0141,1.0,0.3334
-10.5,-0.6036,0.13045,0.1121,0.0131,1.0,0.3381
-10.25,-0.6004,0.1265,0.10817,0.0125,1.0,0.3454
-10.0,-0.5982,0.12261,0.10426,0.0119,1.0,0.3535
-9.75,-0.5971,0.11866,0.10033,0.0113,1.0,0.3613
-9.5,-0.5952,0.11477,0.09643,0.0108,1.0,0.3707
-9.25,-0.5893,0.11099,0.0926,0.0107,1.0,0.3826
-9.0,-0.5979,0.107,0.08868,0.01,1.0,0.3903
-8.75,-0.5899,0.10334,0.08496,0.0102,1.0,0.4048
-8.5,-0.5841,0.09974,0.08134,0.0105,1.0,0.4202
-8.25,-0.579,0.09616,0.07772,0.0108,1.0,0.436
-8.0,-0.5756,0.09273,0.07426,0.0113,1.0,0.4539
-7.75,-0.5728,0.0893,0.07081,0.0119,1.0,0.4719
-7.25,-0.5512,0.08323,0.06451,0.0138,1.0,0.521
-7.0,-0.5325,0.08043,0.06154,0.0147,1.0,0.5514
-6.75,-0.5148,0.07774,0.05866,0.0155,1.0,0.5839
-6.5,-0.4957,0.07511,0.05583,0.0161,1.0,0.6183
-6.25,-0.4762,0.07259,0.05305,0.0165,1.0,0.6546
-6.0,-0.4443,0.07008,0.05022,0.0156,1.0,0.6966
-5.75,-0.417,0.06765,0.04748,0.0146,1.0,0.7381
-5.5,-0.3788,0.06507,0.0445,0.0119,1.0,0.7832
-5.25,-0.3423,0.06253,0.04159,0.0087,1.0,0.8279
-5.0,-0.3008,0.05989,0.03855,0.0041,1.0,0.874
-4.75,-0.2475,0.05683,0.03503,-0.0033,1.0,0.922
-4.5,-0.1886,0.05353,0.03128,-0.0127,1.0,0.9695
-4.25,-0.14,0.05053,0.02793,-0.0208,1.0,1.0
-4.0,-0.1313,0.04914,0.02643,-0.021,1.0,1.0
-3.75,-0.1224,0.04785,0.02505,-0.021,1.0,1.0
-3.5,-0.1134,0.04667,0.02379,-0.0209,1.0,1.0
-3.25,-0.1044,0.04559,0.02264,-0.0205,1.0,1.0
-3.0,-0.0953,0.04462,0.02159,-0.0199,1.0,1.0
-2.75,-0.0863,0.04374,0.02065,-0.0192,1.0,1.0
-2.5,-0.0773,0.04296,0.01982,-0.0183,1.0,1.0
-2.25,-0.0685,0.04227,0.01909,-0.0171,1.0,1.0
-2.0,-0.0599,0.04166,0.01846,-0.0158,1.0,1.0
-1.75,-0.0516,0.04113,0.0179,-0.0143,1.0,1.0
-1.5,-0.0435,0.04068,0.01744,-0.0126,1.0,1.0
-1.25,-0.0359,0.04031,0.01706,-0.0108,1.0,1.0
-1.0,-0.0285,0.04,0.01676,-0.0087,1.0,1.0
-0.75,-0.0213,0.03977,0.01653,-0.0066,1.0,1.0
-0.5,-0.0143,0.0396,0.01636,-0.0044,1.0,1.0
-0.25,-0.0071,0.03951,0.01626,-0.0022,1.0,1.0
0.0,0.0,0.03947,0.01623,-0.0,1.0,1.0
0.25,0.0072,0.03951,0.01626,0.0022,1.0,1.0
0.5,0.0143,0.0396,0.01636,0.0044,1.0,1.0
0.75,0.0213,0.03977,0.01653,0.0066,1.0,1.0
1.0,0.0285,0.04,0.01676,0.0087,1.0,1.0
1.25,0.0359,0.0403,0.01706,0.0108,1.0,1.0
1.5,0.0436,0.04068,0.01744,0.0126,1.0,1.0
1.75,0.0516,0.04113,0.0179,0.0143,1.0,1.0
2.0,0.06,0.04165,0.01845,0.0158,1.0,1.0
2.25,0.0686,0.04226,0.01908,0.0171,1.0,1.0
