Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
10.0,1.1814,0.01583,0.01098,0.0185,0.014,1.0
10.25,1.2043,0.01648,0.01171,0.0205,0.0135,1.0
10.5,1.2269,0.01716,0.0125,0.0225,0.0131,1.0
10.75,1.2486,0.01789,0.01333,0.0246,0.0125,1.0
11.0,1.2692,0.01868,0.01422,0.0267,0.012,1.0
11.25,1.288,0.01956,0.0152,0.0291,0.0116,1.0
11.5,1.3024,0.02054,0.01631,0.032,0.0113,1.0
11.75,1.3125,0.02165,0.01755,0.0352,0.011,1.0
12.0,1.3212,0.02295,0.01899,0.0382,0.0108,1.0
12.25,1.3275,0.02451,0.02071,0.0409,0.0105,1.0
12.5,1.3314,0.02639,0.02274,0.0431,0.0103,1.0
12.75,1.3326,0.02867,0.0252,0.0447,0.0101,1.0
13.0,1.3312,0.03147,0.02816,0.0454,0.0099,1.0
13.25,1.3271,0.03487,0.03173,0.0452,0.0098,1.0
13.5,1.3197,0.03903,0.03606,0.0438,0.0096,1.0
13.75,1.309,0.04397,0.04116,0.0413,0.0096,1.0
14.0,1.295,0.04967,0.04701,0.0381,0.0095,1.0
14.25,1.2765,0.05614,0.05362,0.0341,0.0095,1.0
14.5,1.2548,0.06318,0.06078,0.0299,0.0094,1.0
14.75,1.2294,0.07071,0.06841,0.0255,0.0095,1.0
15.0,1.2011,0.07868,0.07647,0.021,0.0095,1.0
15.25,1.1706,0.08692,0.08477,0.0164,0.0095,1.0
15.5,1.14,0.09531,0.09323,0.0118,0.0096,1.0
15.75,1.1089,0.10391,0.1019,0.007,0.0096,1.0
16.0,1.0796,0.1125,0.11053,0.0021,0.0097,1.0
16.25,1.0521,0.12105,0.11913,-0.0028,0.0097,1.0
16.5,1.0277,0.12943,0.12756,-0.0077,0.0098,1.0
16.75,1.0057,0.13762,0.1358,-0.0125,0.0098,1.0
17.0,0.9866,0.14564,0.14386,-0.0173,0.0097,1.0
