Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-30.0,-1.1984,0.38594,0.38451,0.1833,1.0,0.001
-29.75,-1.1908,0.3828,0.38136,0.1804,1.0,0.0011
-29.5,-1.183,0.37941,0.37798,0.1774,1.0,0.0012
-29.25,-1.1752,0.37548,0.37404,0.1744,1.0,0.0013
-29.0,-1.1672,0.37039,0.36894,0.1712,1.0,0.0014
-28.75,-1.1595,0.36758,0.36613,0.1684,1.0,0.0014
-28.5,-1.1517,0.36475,0.3633,0.1656,1.0,0.0015
-28.25,-1.1439,0.36196,0.3605,0.1628,1.0,0.0015
-28.0,-1.1359,0.35906,0.3576,0.16,1.0,0.0015
-27.75,-1.1279,0.35613,0.35466,0.1572,1.0,0.0016
-27.5,-1.1198,0.35303,0.35156,0.1544,1.0,0.0016
-27.25,-1.1116,0.34989,0.34842,0.1517,1.0,0.0017
-27.0,-1.1034,0.34662,0.34514,0.1489,1.0,0.0018
-26.75,-1.0951,0.34319,0.34171,0.1461,1.0,0.0019
-26.5,-1.0868,0.33948,0.33799,0.1432,1.0,0.0021
-26.25,-1.0786,0.33528,0.33379,0.1403,1.0,0.0022
-26.0,-1.0708,0.32982,0.32833,0.1371,1.0,0.0024
-25.75,-1.0624,0.3267,0.3252,0.1344,1.0,0.0024
-25.5,-1.0539,0.32376,0.32226,0.1317,1.0,0.0025
-25.25,-1.0453,0.32067,0.31916,0.1291,1.0,0.0025
-25.0,-1.0367,0.31755,0.31604,0.1265,1.0,0.0026
-24.75,-1.028,0.31432,0.31281,0.1238,1.0,0.0027
-24.5,-1.0193,0.31112,0.3096,0.1212,1.0,0.0028
-24.25,-1.0107,0.30763,0.30612,0.1185,1.0,0.0029
-24.0,-1.0023,0.30381,0.30228,0.1158,1.0,0.0031
-23.75,-0.9942,0.29951,0.29799,0.113,1.0,0.0033
-23.5,-0.9872,0.29379,0.29226,0.1097,1.0,0.0035
-23.25,-0.9794,0.2896,0.28807,0.1069,1.0,0.0037
-23.0,-0.9705,0.28643,0.2849,0.1044,1.0,0.0037
-22.75,-0.9617,0.2832,0.28167,0.1019,1.0,0.0038
-22.5,-0.9529,0.27986,0.27832,0.0994,1.0,0.0039
-22.25,-0.9442,0.27643,0.27489,0.0969,1.0,0.004
-22.0,-0.9356,0.27295,0.27141,0.0944,1.0,0.0042
