Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-30.0,-1.1587,0.37015,0.36844,0.1741,1.0,0.0018
-29.75,-1.1516,0.36742,0.3657,0.1713,1.0,0.0019
-29.5,-1.1443,0.36449,0.36277,0.1685,1.0,0.0019
-29.25,-1.1371,0.36149,0.35976,0.1658,1.0,0.002
-29.0,-1.1298,0.35838,0.35664,0.163,1.0,0.0021
-28.75,-1.1224,0.35518,0.35344,0.1602,1.0,0.0021
-28.5,-1.115,0.35171,0.34996,0.1574,1.0,0.0022
-28.25,-1.1074,0.34645,0.3447,0.1543,1.0,0.0024
-28.0,-1.1001,0.34418,0.34243,0.1517,1.0,0.0024
-27.75,-1.0926,0.34192,0.34016,0.1492,1.0,0.0025
-27.5,-1.085,0.33947,0.3377,0.1466,1.0,0.0025
-27.25,-1.0774,0.33703,0.33526,0.144,1.0,0.0026
-27.0,-1.0697,0.33421,0.33243,0.1414,1.0,0.0027
-26.75,-1.0619,0.33115,0.32937,0.1388,1.0,0.0028
-26.5,-1.0541,0.328,0.32621,0.1361,1.0,0.0029
-26.25,-1.0462,0.32475,0.32296,0.1335,1.0,0.003
-26.0,-1.0384,0.3214,0.31961,0.1308,1.0,0.0031
-25.75,-1.0306,0.3179,0.3161,0.1282,1.0,0.0032
-25.5,-1.023,0.31393,0.31213,0.1254,1.0,0.0033
-25.25,-1.016,0.3085,0.3067,0.1222,1.0,0.0037
-25.0,-1.0079,0.30585,0.30404,0.1198,1.0,0.0037
-24.75,-0.9997,0.30322,0.30141,0.1174,1.0,0.0038
-24.5,-0.9916,0.30031,0.29849,0.1149,1.0,0.0038
-24.25,-0.9833,0.29736,0.29554,0.1125,1.0,0.0039
-24.0,-0.9753,0.2941,0.29228,0.1099,1.0,0.004
-23.75,-0.9672,0.29084,0.28901,0.1074,1.0,0.0041
-23.5,-0.9593,0.28731,0.28547,0.1049,1.0,0.0043
-23.25,-0.9517,0.28353,0.28169,0.1023,1.0,0.0044
-23.0,-0.9445,0.2792,0.27736,0.0995,1.0,0.0046
-22.75,-0.9396,0.2728,0.27096,0.0961,1.0,0.0051
-22.5,-0.9313,0.26991,0.26806,0.0938,1.0,0.0052
-22.25,-0.9231,0.26685,0.26501,0.0915,1.0,0.0053
-22.0,-0.915,0.26366,0.26181,0.0891,1.0,0.0054
-21.75,-0.907,0.26038,0.25853,0.0867,1.0,0.0055
-21.5,-0.8994,0.25679,0.25494,0.0843,1.0,0.0057
-21.25,-0.8922,0.25286,0.25101,0.0817,1.0,0.0059
-21.0,-0.8949,0.24291,0.24105,0.077,1.0,0.0068
-20.75,-0.8867,0.23984,0.23798,0.0747,1.0,0.007
-20.0,-0.8985,0.21509,0.21321,0.0611,1.0,0.009
-19.75,-0.9528,0.19257,0.19059,0.0483,1.0,0.0102
-19.5,-0.9788,0.18064,0.17856,0.041,1.0,0.0104
-19.25,-0.9961,0.17162,0.16946,0.0354,1.0,0.0106
-19.0,-1.0113,0.16348,0.16124,0.0305,1.0,0.0107
-18.75,-1.0272,0.15554,0.15323,0.0258,1.0,0.0108
-18.5,-1.0443,0.14754,0.14516,0.0211,1.0,0.0109
-18.25,-1.0633,0.13942,0.13696,0.0164,1.0,0.0109
-18.0,-1.085,0.13109,0.12854,0.0117,1.0,0.0109
-17.75,-1.1096,0.12241,0.11978,0.0069,1.0,0.0109
-17.5,-1.1374,0.11344,0.11071,0.0021,1.0,0.0109
-17.25,-1.1678,0.10427,0.10143,-0.0028,1.0,0.0108
-17.0,-1.1996,0.09507,0.09212,-0.0077,1.0,0.0108
-16.75,-1.2312,0.08613,0.08306,-0.0124,1.0,0.0107
-16.5,-1.2612,0.07758,0.07438,-0.017,1.0,0.0107
-16.25,-1.2879,0.06968,0.06634,-0.0212,1.0,0.0107
-16.0,-1.3103,0.06251,0.05903,-0.0251,1.0,0.0107
-15.75,-1.328,0.05612,0.05249,-0.0286,1.0,0.0108
-15.5,-1.3415,0.05051,0.04674,-0.0316,1.0,0.0108
-15.25,-1.3509,0.04566,0.04174,-0.034,1.0,0.0109
-15.0,-1.3569,0.04152,0.03745,-0.0357,1.0,0.011
-14.75,-1.3598,0.03801,0.03379,-0.0368,1.0,0.0111
-14.5,-1.3621,0.03485,0.0305,-0.0372,1.0,0.0112
-14.25,-1.3625,0.03217,0.0277,-0.0371,1.0,0.0114
-14.0,-1.3598,0.02999,0.02542,-0.0363,1.0,0.0116
-13.75,-1.3547,0.02819,0.02351,-0.0351,1.0,0.0118
-13.5,-1.3478,0.02668,0.0219,-0.0336,1.0,0.0121
-13.25,-1.3394,0.02536,0.02049,-0.0318,1.0,0.0123
-13.0,-1.3297,0.02422,0.01925,-0.0298,1.0,0.0126
-12.75,-1.3189,0.02321,0.01814,-0.0276,1.0,0.0129
-12.5,-1.3073,0.02231,0.01715,-0.0253,1.0,0.0132
-12.25,-1.294,0.02151,0.01625,-0.023,1.0,0.0135
-12.0,-1.2775,0.02072,0.01537,-0.0212,1.0,0.0139
-11.75,-1.2603,0.01992,0.01451,-0.0195,1.0,0.0144
-11.5,-1.241,0.01923,0.01377,-0.018,1.0,0.0149
-11.25,-1.2207,0.01859,0.01307,-0.0166,1.0,0.0155
-11.0,-1.1997,0.01799,0.0124,-0.0153,1.0,0.016
-10.75,-1.178,0.01744,0.01177,-0.014,1.0,0.0165
-10.5,-1.1565,0.01685,0.01113,-0.0127,1.0,0.0171
-10.25,-1.1346,0.0163,0.01054,-0.0114,1.0,0.0178
-10.0,-1.1121,0.01581,0.01001,-0.0102,1.0,0.0186
-9.75,-1.0894,0.01537,0.00952,-0.009,1.0,0.0194
-9.5,-1.0665,0.01496,0.00907,-0.0077,1.0,0.0202
-9.25,-1.0447,0.01449,0.00858,-0.0063,1.0,0.0213
-9.0,-1.0227,0.0141,0.00816,-0.0049,1.0,0.0223
-8.75,-1.0004,0.01374,0.00777,-0.0035,1.0,0.0234
-8.5,-0.9784,0.01339,0.00739,-0.0021,1.0,0.0244
-8.25,-0.9568,0.01303,0.00702,-0.0005,1.0,0.0259
-8.0,-0.93,0.01269,0.00667,-0.0001,0.9992,0.0277
-7.75,-0.8974,0.01232,0.00628,-0.0009,0.9972,0.0297
-7.5,-0.8642,0.01196,0.00592,-0.0018,0.9953,0.032
-7.25,-0.8303,0.01164,0.00558,-0.0028,0.9935,0.0344
-7.0,-0.7987,0.0113,0.00526,-0.0034,0.9904,0.0378
-6.75,-0.7658,0.01099,0.00495,-0.0042,0.9873,0.0412
